,Prediction,Gold,ASR_BLEU
794,his friend because this to day was the ship,oh is he your friend he used to be the priest of the ship until today,BLEU = 5.21 44.4/12.5/7.1/4.2 (BP = 0.459 ratio = 0.562 hyp_len = 9 ref_len = 16)
795,the booksellers,what a beautiful book of poems,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 2 ref_len = 6)
796,a fanatic candidate and stops against peace,fans stop do not fight against the tong,BLEU = 5.69 14.3/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
797,hes in love with you,is he in love with you,BLEU = 54.75 80.0/75.0/66.7/50.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
798,not even charge of kid kid,do you need help boy,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.200 hyp_len = 6 ref_len = 5)
799,the most fire was given by the marine,the great goat does everything for the dark skinned people,BLEU = 5.11 25.0/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
800,the stormy shows all freshen,the storm brings us the coolness,BLEU = 8.75 20.0/12.5/8.3/6.2 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
801,i think you have one with you,of course we have shipwreck wounds,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
802,narrates the windows,i praised angelinas skills,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
803,you do not have to know,dont think you know me that well,BLEU = 8.17 33.3/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
804,well julia julia,well think julia think for the love of god,BLEU = 4.69 66.7/25.0/25.0/0.0 (BP = 0.135 ratio = 0.333 hyp_len = 3 ref_len = 9)
805,it is a few small vapid but immato,you are a little crazy but you are funny,BLEU = 5.80 25.0/7.1/4.2/2.5 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
806,he was coming from ancient cleveland which is not well,i went out with the old slave who was outside,BLEU = 4.20 10.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
807,oh i am so content that it is for an affair,oh im so happy youre not a dinosaur,BLEU = 4.46 18.2/5.0/2.8/1.6 (BP = 1.000 ratio = 1.375 hyp_len = 11 ref_len = 8)
808,he was eventually one migrated to the gauge of socrates,he looked alternately at the door and at the great gate of the sacristy,BLEU = 3.70 30.0/5.6/3.1/1.8 (BP = 0.670 ratio = 0.714 hyp_len = 10 ref_len = 14)
809,the first one was one six potters,the first car i had was a six hundred,BLEU = 11.74 57.1/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
810,renouven and happy he was already happy and historical,rejuvenated and happy with some melancholic happiness,BLEU = 9.54 22.2/12.5/7.1/4.2 (BP = 1.000 ratio = 1.286 hyp_len = 9 ref_len = 7)
811,seems to be seen,you see this is so sad,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
812,to morrow i settle that,tomorrow cooked legume,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
813,a female for food,a lunch pail for the food,BLEU = 12.75 75.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
814,you are toy you are toy you are toy,you idiot you are a toy use your karate chop action,BLEU = 9.08 44.4/12.5/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
815,serious for both of them,it would be so short the two of them,BLEU = 9.60 40.0/25.0/16.7/12.5 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9)
816,i am assessed for the lordship,asking permission for launching,BLEU = 8.12 16.7/10.0/6.2/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 6 ref_len = 4)
817,the pioneer wucken mountains,that we built the floor altogether,BLEU = 9.69 25.0/16.7/12.5/12.5 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
818,but i dont get out of it,but i dont have anyone,BLEU = 24.45 42.9/33.3/20.0/12.5 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
819,there were happiness of all that time,there were people of all kinds,BLEU = 18.58 57.1/33.3/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
820,palamaras men to the water,palomares man overboard,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.667 hyp_len = 5 ref_len = 3)
821,the following day was next day,the next days hangover was huge,BLEU = 10.68 50.0/10.0/6.2/4.2 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
822,and vilma is the best friend of my friend,and vilma is the girlfriend of my best friend,BLEU = 40.33 88.9/62.5/28.6/16.7 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
823,no my offence no some one go,no not my sheep somebody do something,BLEU = 7.81 28.6/8.3/5.0/3.1 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
824,he wont wait for nothing,they do not expect anything good from the meeting,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9)
825,they were hundreds the results of the project,they were happy with the projects outcome,BLEU = 12.22 37.5/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
826,nine eight seven seven,nine eight seven six,BLEU = 59.46 75.0/66.7/50.0/50.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
827,can you leave this alone i shiver and i love you,can i fill the gas tank sure and ill let you drive,BLEU = 4.84 36.4/5.0/2.8/1.6 (BP = 0.913 ratio = 0.917 hyp_len = 11 ref_len = 12)
828,works less than the checking of a guard,you are very lazy,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 8 ref_len = 4)
829,thats normal,that is normal,BLEU = 30.33 50.0/50.0/0.0/0.0 (BP = 0.607 ratio = 0.667 hyp_len = 2 ref_len = 3)
830,one thing is not predical,saying and doing are two different things,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.670 ratio = 0.714 hyp_len = 5 ref_len = 7)
831,its better to have better than strong,brain is worth more than brawn,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
832,pages with the father,coin from a fella sir,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.779 ratio = 0.800 hyp_len = 4 ref_len = 5)
833,he smiled i showed up with my silver show,who smiling showed me her pretty foot captive in a silk chopine,BLEU = 3.42 11.1/6.2/3.6/2.1 (BP = 0.717 ratio = 0.750 hyp_len = 9 ref_len = 12)
834,they are my good byes in my hall,it was just in my pocket wow,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
835,no it doesnt matter,no its not responding,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
836,afore aint no one,previously ainhoa and ulises,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
837,the roses were lowered in the sails,dominated the paths and sales,BLEU = 6.57 14.3/8.3/5.0/3.1 (BP = 1.000 ratio = 1.400 hyp_len = 7 ref_len = 5)
838,in the airport of the volcano,and you could feel the heat of vulcans forges in the air,BLEU = 7.10 66.7/20.0/12.5/8.3 (BP = 0.368 ratio = 0.500 hyp_len = 6 ref_len = 12)
839,you met these life forms of life,do you know these ways of life yes i do,BLEU = 10.18 57.1/16.7/10.0/6.2 (BP = 0.651 ratio = 0.700 hyp_len = 7 ref_len = 10)
840,if you forgot me,his face seems looks familiar to me,BLEU = 7.55 25.0/16.7/12.5/12.5 (BP = 0.472 ratio = 0.571 hyp_len = 4 ref_len = 7)
841,come down julia we will go together,dont worry julia lets go together,BLEU = 14.54 42.9/16.7/10.0/6.2 (BP = 1.000 ratio = 1.167 hyp_len = 7 ref_len = 6)
842,the church of the church with its one hundred of chapels,the church bell tower with its buzzards nest,BLEU = 10.60 36.4/20.0/5.6/3.1 (BP = 1.000 ratio = 1.375 hyp_len = 11 ref_len = 8)
843,it is better to be gross than to you,its better to rule in hell than to serve in heaven,BLEU = 10.80 44.4/25.0/7.1/4.2 (BP = 0.801 ratio = 0.818 hyp_len = 9 ref_len = 11)
844,very well domingo,a long road sir,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
845,to night we start from zero o k,tonight we start from scratch o k,BLEU = 25.85 62.5/42.9/16.7/10.0 (BP = 1.000 ratio = 1.143 hyp_len = 8 ref_len = 7)
846,abortions the interruption of oppression,abortion is the interruption of pregnancy,BLEU = 32.56 60.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
847,without displace the lips i live in the arms,without opening my lips i offered my arms,BLEU = 11.34 44.4/12.5/7.1/4.2 (BP = 1.000 ratio = 1.125 hyp_len = 9 ref_len = 8)
848,feathers like dogs like an hare,arent the guys lying down as dogs valuable,BLEU = 5.82 16.7/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
849,then the old man with him,then the old man said impatiently,BLEU = 50.81 66.7/60.0/50.0/33.3 (BP = 1.000 ratio = 1.000 hyp_len = 6 ref_len = 6)
850,i want to talk to them bouquet,i want to talk to them okay,BLEU = 80.91 85.7/83.3/80.0/75.0 (BP = 1.000 ratio = 1.000 hyp_len = 7 ref_len = 7)
851,what time is a meeting,at what time is the meeting,BLEU = 34.98 80.0/50.0/33.3/25.0 (BP = 0.819 ratio = 0.833 hyp_len = 5 ref_len = 6)
852,i said a part of sylla,i belong to the andrade de cela,BLEU = 6.87 16.7/10.0/6.2/4.2 (BP = 0.846 ratio = 0.857 hyp_len = 6 ref_len = 7)
853,for having flowers floating out and going to their nest,for being afraid of heights being lazy to provide assistance,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
854,this is not flying it is only one with style,this isnt flying this is falling with style,BLEU = 12.55 50.0/22.2/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
855,because it is my bed and my side,because this bed is my spot,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
856,pending in a conversation you must be something more,pending conversation maybe theres something else to talk about,BLEU = 6.27 33.3/6.2/3.6/2.1 (BP = 1.000 ratio = 1.000 hyp_len = 9 ref_len = 9)
857,he was one of the russians was one of the seven boats,was the one of the russians one of the seven boats,BLEU = 54.52 83.3/63.6/50.0/33.3 (BP = 1.000 ratio = 1.091 hyp_len = 12 ref_len = 11)
858,it was the start of difference,it was a long mass of the deceased,BLEU = 13.83 66.7/20.0/12.5/8.3 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
859,you have a suspicion panic subspac to look,you have a suspicious sizzling in your eyes,BLEU = 20.56 37.5/28.6/16.7/10.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
860,herod as they play the three kings the three kings,but you have to know the three kings wont come,BLEU = 15.62 30.0/22.2/12.5/7.1 (BP = 1.000 ratio = 1.000 hyp_len = 10 ref_len = 10)
861,for candy,why,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 2.000 hyp_len = 2 ref_len = 1)
862,the entrance door in the tocuiter is from acciato car,the tickets for the theater are way too expensive,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.111 hyp_len = 10 ref_len = 9)
863,he never starts to do things up,its never too late to make things right,BLEU = 7.49 42.9/8.3/5.0/3.1 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
864,come on checks choosing climb,get up fast get up,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
865,o k step,it is o k i pass i pass,BLEU = 10.39 66.7/50.0/50.0/0.0 (BP = 0.189 ratio = 0.375 hyp_len = 3 ref_len = 8)
866,you are never happy we will not know,dont chat with your cousin we already know each other,BLEU = 5.11 25.0/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
867,it is usually grown and they come back,does it gets in your head and drives you nuts,BLEU = 5.11 25.0/7.1/4.2/2.5 (BP = 0.779 ratio = 0.800 hyp_len = 8 ref_len = 10)
868,its going to work it has to marry,it will work it must work,BLEU = 11.04 25.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
869,the wrists of no,find remainders of shipwrecks,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.000 hyp_len = 4 ref_len = 4)
870,miguel tells me she has its own half,my cat is afraid even of its own shadow,BLEU = 9.75 25.0/14.3/8.3/5.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
871,nina challoner looked at me with his eyes,niña chole looked at me surprised,BLEU = 20.56 37.5/28.6/16.7/10.0 (BP = 1.000 ratio = 1.333 hyp_len = 8 ref_len = 6)
872,after coming from the creation he got to the created,then turning to the servant he interrogated him,BLEU = 9.29 30.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
873,there is romantic shape that looks a futile past,romantic shade that calls up a feudal past where there was not any,BLEU = 4.57 55.6/6.2/3.6/2.1 (BP = 0.641 ratio = 0.692 hyp_len = 9 ref_len = 13)
874,its the best well,it is the best o k,BLEU = 19.38 50.0/33.3/25.0/25.0 (BP = 0.607 ratio = 0.667 hyp_len = 4 ref_len = 6)
875,whats wrong go,whats up boy,BLEU = 27.52 33.3/25.0/25.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 3 ref_len = 3)
876,oh it is a toy,eh im a lost toy,BLEU = 12.70 40.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
877,he committed the sophomores by asking for you,i laughed so much that i almost choke myself,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.882 ratio = 0.889 hyp_len = 8 ref_len = 9)
878,i want to give me about i guess,what a discomfort i have,BLEU = 5.52 12.5/7.1/4.2/2.5 (BP = 1.000 ratio = 1.600 hyp_len = 8 ref_len = 5)
879,we can be really looking for past,we can foresee future by looking at the past,BLEU = 11.74 57.1/16.7/10.0/6.2 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
880,mc lean pap is a melancolia to me the congregation,will you clean my hake will you put it in my refrigerator,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.819 ratio = 0.833 hyp_len = 10 ref_len = 12)
881,achyras has added to two,at what time the bus arrives this afternoon,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 0.549 ratio = 0.625 hyp_len = 5 ref_len = 8)
882,the railway prefers to gambles,i prefer the scrambled prawns,BLEU = 10.68 20.0/12.5/8.3/6.2 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
883,no,no,BLEU = 100.00 100.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 1 ref_len = 1)
884,what is that,what is it what is it,BLEU = 20.25 66.7/50.0/50.0/0.0 (BP = 0.368 ratio = 0.500 hyp_len = 3 ref_len = 6)
885,we can see the toys we can see everyone,we the toys can see everything,BLEU = 14.26 55.6/25.0/7.1/4.2 (BP = 1.000 ratio = 1.500 hyp_len = 9 ref_len = 6)
886,no one will be replaced,hey listed no one is going to be replaced,BLEU = 13.58 80.0/50.0/16.7/12.5 (BP = 0.449 ratio = 0.556 hyp_len = 5 ref_len = 9)
887,i think i told you to know to do it dont you think,i think he has the right to know dont you think,BLEU = 16.90 53.8/33.3/9.1/5.0 (BP = 1.000 ratio = 1.182 hyp_len = 13 ref_len = 11)
888,i have twenty one cables,i have twenty colored wires,BLEU = 39.76 60.0/50.0/33.3/25.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
889,the section will be a lot of doors,the session will be help at closed doors,BLEU = 13.13 50.0/14.3/8.3/5.0 (BP = 1.000 ratio = 1.000 hyp_len = 8 ref_len = 8)
890,there are few things in the ship,there are few appropriate things in this boat,BLEU = 26.65 71.4/50.0/20.0/12.5 (BP = 0.867 ratio = 0.875 hyp_len = 7 ref_len = 8)
891,including the palomars palomars,you included palomares,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
892,sensual ineffectually why no i dont die,sensual innocent white lets see he doesnt understand me,BLEU = 4.94 14.3/8.3/5.0/3.1 (BP = 0.751 ratio = 0.778 hyp_len = 7 ref_len = 9)
893,i was coming for the stadium as in the tour,it has come by stages like the tour,BLEU = 8.39 20.0/11.1/6.2/3.6 (BP = 1.000 ratio = 1.250 hyp_len = 10 ref_len = 8)
894,i have so missing,im so sleepy,BLEU = 15.97 25.0/16.7/12.5/12.5 (BP = 1.000 ratio = 1.333 hyp_len = 4 ref_len = 3)
895,the movie of action always violent,i always feel that action movies are violent,BLEU = 7.65 50.0/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
896,to the nationalist you will go up and profile yours,you must do prophylaxis before the appointments,BLEU = 4.99 20.0/5.6/3.1/1.8 (BP = 1.000 ratio = 1.429 hyp_len = 10 ref_len = 7)
897,dont look serious,you dont like mermaids,BLEU = 19.72 33.3/25.0/25.0/0.0 (BP = 0.717 ratio = 0.750 hyp_len = 3 ref_len = 4)
898,post of the flora have said,the fauna and flora that we have seen,BLEU = 7.65 50.0/10.0/6.2/4.2 (BP = 0.717 ratio = 0.750 hyp_len = 6 ref_len = 8)
899,you didnt come for you,do not bring that out,BLEU = 0.00 0.0/0.0/0.0/0.0 (BP = 1.000 ratio = 1.000 hyp_len = 5 ref_len = 5)
